Biaya Karyawan (IDR),Pengeluaran Listrik (IDR),Pengeluaran Air (IDR),Biaya Kebersihan (IDR),Perawatan Elektronik (IDR),Total Pengeluaran Hotel (IDR),Pendapatan Hotel (IDR)
17317974.24,2156010.212,1066732.885,1383508.168,1527107.944,23451333.45,265199951.7
5023476.578,3163291.62,4563938.782,432455.8364,1428964.602,14612127.42,337042774.9
14546020.55,7153881.185,4389037.71,2527080.557,1242130.086,29858150.09,359041670.2
5767030.722,8146441.839,2590622.44,180132.3153,881017.3001,17565244.62,76315668.63
8864108.305,4623093.717,3849656.919,2518573.21,845209.1415,20700641.29,238371627.8
5892870.505,5430399.832,3287502.832,506826.5371,830709.27,15948308.98,312726767.2
14056931.79,2217538.284,4113840.391,2671035.927,785286.893,23844633.29,79720491.79
15298848.7,5245076.974,2443122.954,2216340.648,1101280.106,26304669.38,110792550.5
6717314.571,14531818.15,4036138.179,577543.7613,1266671.576,27129486.24,348642045.3
10757583.25,14225903.34,2581055.677,1740872.179,2903947.428,32209361.87,284737188.5
11843547.63,5688296.062,4734346.045,1006703.312,1946183.128,25219076.18,122822897.6
10535795.33,8991955.108,2688674.454,616875.9868,2968989.436,25802290.31,290857701.6
6815375.007,13734335.48,2581786.724,2591628.378,1431167.37,27154292.95,460711568
11284216.85,1086573.517,4032823.377,1270216.023,1644066.581,19317896.35,57014413.15
16267670.72,12349569.98,4197099.613,1255776.772,1311446.648,35381563.73,339185198.1
6065114.968,14277173.74,2995201.014,592671.3569,957219.1272,24887380.21,83142695.57
6202700.211,2278560.281,1309090.161,1210890.461,857911.7694,11859152.88,52902249.33
10321569.38,3260267.604,2604912.039,2627688.854,2862697.995,21677135.87,117794519.9
19125885.67,14450448.24,4856326.263,1153073.26,2967026.704,42552760.14,240307984.3
15028589.7,8525562.011,3888437.869,2859650.331,612273.7413,30914513.65,411054799.5
15180049.35,1198752.883,4150231.717,2844295.808,875864.6868,24249194.44,176803473.5
10428799.86,4606847.983,647714.7447,520206.112,1558810.231,17762378.93,331552945.6
13904911.87,7299211.44,2605367.582,614202.6352,965833.6909,25389527.22,235020487.1
5151967.76,10700724.75,3409795.101,2601754.804,1409700.984,23273943.4,155449306.4
14541440.7,11264245.29,4235147.076,1239006.665,822740.8746,32102580.61,281411201.4
18699304.21,14935901.18,721731.4411,112684.5486,1641279.392,36110900.78,408859020.7
14188602.03,5025156.791,4335974.985,894228.2771,1179236.54,25623198.62,424621566.5
18105478.9,8535081.426,2967804.215,1833124.08,1379762.639,32821251.26,430933789.3
15859595.83,8466529.67,1387912.868,2417871.301,735781.6287,28867691.3,202351015.6
6808376.246,6679033.632,1927648.474,486826.9896,1570320.127,17472205.47,407055229.1
18536799.61,3368266.514,1768682.983,420569.9568,2958144.027,27052463.09,145480304.8
5996657.665,14684391.88,2888865.654,2774068.695,1322082.617,27666066.52,382291295.6
13009512.09,12946440.61,732585.5596,2278330.267,2691073.187,31657941.71,476772991.8
7132056.857,7976662.396,1213412.713,1810360.842,2607997.854,20740490.66,56184725.61
5175599.161,9445435.918,4157118.695,2330641.691,2880146.046,23988941.51,248163769
11330513.9,4181654.75,1096717.958,1343677.648,2475273.781,20427838.04,341496944.8
9425610.615,8613018.985,1550283.213,2299521.667,2148992.068,24037426.55,365799096.7
12290007.41,10729581.86,2540167.725,1178228.675,2641461.111,29379446.78,129239491.2
13657998.3,8212338.397,2827043.997,807874.2602,689111.7016,26194366.66,487482473.9
5656086.085,14863992.39,3936247.158,2214138.922,1657076.643,28327541.2,326869415.6
6845049.427,9558783.187,2512995.92,1317049.647,2973140.597,23207018.78,123953270.6
13379635.95,6193631.976,4054390.795,2945993.603,2424000.378,28997652.7,59235130.27
10147510.3,11810128.39,3282558.382,1113507.029,2905188.445,29258892.54,402468889.5
15937602.31,3386475.162,1008948.827,2773009.52,2449085.89,25555121.71,85867132.75
14784374.73,6383221.392,1203491.473,2805591.391,2687204.919,27863883.9,113472914.5
17684065.44,5857425.305,2466651.765,801373.5465,2266324.081,29075840.14,308673512.1
15387392.4,7045299.332,2286002.269,2414841.427,2401255.011,29534790.44,321577476.6
11448966.16,11944917.56,3845949.213,1355916.065,1807945.025,30403694.03,359099203.4
15094499.34,7778422.45,3113317.129,2760821.709,2810594.252,31557654.88,227081305.7
9130717.614,12116202.3,2246598.865,1405360.391,2562597.277,27461476.45,398254401
9594702.482,9070844.644,1268421.276,2258480.78,2609712.414,24802161.6,488461369.8
16834777.4,5788972.085,1520766.96,1454205.487,2182522.752,27781244.68,171992724.4
11696292.75,12339702.41,3089754.583,760622.1916,1261449.868,29147821.8,366362877.4
16975705.11,4336055.388,2405474.622,678115.3739,589074.4885,24984424.98,467810893.6
17336335.61,4141361.717,2817173.79,1333750.463,2839137.824,28467759.4,358829043.2
17863435.06,8063040.937,1268048.459,2290934.505,1965300.872,31450759.84,356499274.4
18749528.54,4651889.443,3483078.136,1854707.307,1245357.428,29984560.85,150697656.1
11464778.31,1127218.489,4336424.334,2097024.941,872837.7696,19898283.84,290808590.1
9783002.275,10076165.38,1660727.781,918746.4171,2573807.914,25012449.77,303135279.6
13732981.2,8155313.501,2711814.016,1496162.503,2591300.486,28687571.71,365058303.1
10567586.35,7237249.403,4889872.981,228746.2684,2536269.92,25459724.92,498569652.5
14016112.5,14537559.2,1999587.832,2470844.006,2112706.73,35136810.28,65139720.14
15583787.94,8996788.575,3177708.552,2970687.27,1415038.469,32144010.81,79354697.57
15326075.28,13088042.09,905880.6509,1279949.282,1260175.712,31860123.01,85077531.24
10618293.31,2952303.307,3227067.511,131794.5941,521386.9253,17450845.64,384340610.5
7502903.025,8968890.484,903342.9799,592398.6547,2584018.897,20551554.04,111359207.8
11457940.08,13151714.77,4816559.459,1992327.945,718581.7437,32137124,330103343.5
7138912.161,9163480.602,3720481.934,1875030.023,2076887.495,23974792.22,196100995.1
18351455.53,11052198.49,4046719.047,2384807.687,1760187.367,37595368.12,255793980.3
10188161.91,6208609.949,3668469.623,836263.6318,1816723.397,22718228.51,147048421.9
7316896.208,2294293.239,3153780.662,2314532.555,2816782.113,17896284.78,439747952.6
5381716.399,7410604.132,2524607.515,2095153.662,579037.5282,17991119.24,313767645.9
14687335.79,6522711.472,4362680.209,1036162.043,2433480.562,29042370.08,475053468.6
14553534.76,13138842.55,4805760.504,1681915.629,630130.9959,34810184.44,308568312.4
10109062.5,4415934.233,2745662.778,527094.0446,595384.0148,18393137.57,105758613.8
6075678.333,14534279.19,4691907.721,1412437.06,1574544.245,28288846.54,126891695.2
11144433.42,14413933.68,3124998.095,2655472.285,657687.9359,31996525.42,495083289.4
9668262.426,4466843.003,2922728.841,1321455.001,2472859.878,20852149.15,376504338.8
15156809.6,5872727.377,2545172.298,2534743.449,1823907.734,27933360.45,72175437.51
14086688.74,13537780.37,1441794.927,1811734.759,572596.9566,31450595.76,366701452.3
10468905.92,14532711.09,516738.4737,656442.468,601251.7162,26776049.67,235477871.1
8268388.314,7208147.44,1586778.021,1785208.11,2031671.324,20880193.21,188243774.1
19820539.49,5493958.639,2793754.272,1567351.655,2515279.544,32190883.6,119327357.2
11810024.32,8365316.186,2209819.785,1256059.872,1594498.828,25235718.99,427956779.6
15324113.54,10628768.89,2518183.526,446928.2746,1886451.679,30804445.91,78728620.55
7108294.514,4828643.215,4912916.988,1308455.125,2499573.635,20657883.48,180425958.1
12283845.49,11310624.44,2076225.668,311010.8911,2026265.435,28007971.93,187872302.2
5413050.798,1723203,2534823.227,386430.2491,1061900.594,11119407.87,122407377.8
12581826.77,1690122.899,1100819.981,1306157.946,2032630.065,18711557.66,278683197.5
19460261.11,6408027.872,715809.796,985606.2977,2070698.648,29640403.72,55266182.06
10763100.69,5948624.689,3989342.816,2784078.545,2335267.452,25820414.2,185438981.9
5584940.189,5418865.015,3068074.288,1189546.836,2052185.469,17313611.8,470133249.8
5464336.864,7874276.677,3923171.627,2297788.554,2923105.326,22482679.05,189738306.2
10819801.4,5490270.152,1174382.595,1637717.826,993220.7718,20115392.74,212206724.2
7400374.047,3691610.859,3073229.47,2141848.439,2877726.699,19184789.51,262924271.7
5350281.445,5332573.687,1641391.135,854336.3507,1845848.726,15024431.34,302762018.7
16343204.21,14648659.82,1526278.176,2831524.421,2179890.351,37529556.98,413918890.2
11877845.13,6755587.838,551867.0632,1637256.641,748653.9936,21571210.67,135644550.4
9338671.58,7225978.876,1086533.256,2510839.807,1451439.853,21613463.37,442285869.7
18501247.75,9071629.859,1891706.502,1158632.511,2423447.866,33046664.48,390897210.7
6742084.403,14766770.76,1025954.423,390612.9122,2267277.538,25192700.03,375192650.6
19338782.43,4382417.87,4936362.982,2053763.778,600348.4704,31311675.54,89062058.17
9709500.761,10537949.55,1888846.918,122502.9802,1866485.659,24125285.87,59738310.49
18326055.08,11023785.71,1086457.76,1478349.632,720695.4824,32635343.67,317305715.4
14044143.15,9502541.835,1395870.408,659125.5177,2989641.073,28591321.98,438410283.1
17400610.4,2240096.755,3144664.528,1919388.963,2743241.471,27448002.11,312998658.9
19760197.45,10476211.86,788195.8574,2940317.632,552701.6511,34517624.45,145955689.5
9326081.567,1897325.955,4380953.586,1446768.428,2646623.947,19697753.48,90733954.08
19417032.28,9345997.094,4826748.557,2470744.944,2798574.001,38859096.88,364818403.8
10842228.42,11354136.48,1610363.393,1572574.142,1383870.556,26763173,374796624.8
10782678.57,3953578.469,2525428.709,1537936.09,2298754.138,21098375.98,127639265.3
10105806.56,12782708.11,599605.0296,2798228.13,1605259.366,27891607.19,62685641.97
13121114.11,1424953.277,3383196.011,2680901.019,2138081.211,22748245.63,233727581
7312175.648,12813380.09,2362667.261,2378821.349,1350793.511,26217837.86,312223416
13305672.28,7444606.709,1715263.097,959141.6846,1306398.092,24731081.86,367701084.3
13125572.19,4046231.159,1430766.998,1680524.406,1561084.722,21844179.47,414475254.1
16428527.19,2872894.03,3443103.849,749301.9766,863919.3966,24357746.44,324741842.3
17504749.43,14346300.35,2372976.64,1387358.424,2577847.411,38189232.25,99896273.87
11606620.25,2017318.226,1308466.801,1504217.891,1371744.738,17808367.91,357161752.5
9534998.74,3787307.879,3600990.867,2511756.116,1500373.885,20935427.49,492879489.3
8890023.46,5869512.864,3042825.274,2698482.259,2735136.532,23235980.39,457513063.1
7919357.551,9683287.885,4364024.247,1302398.181,1741559.535,25010627.4,442251009.2
5864713.733,8627215.194,1028641.545,151342.8907,1860634.773,17532548.14,185976569
10136719.68,2759008.894,4035499.709,2599144.135,2891245.312,22421617.73,387854679.4
9053715.382,5056191.772,3530825.541,605408.1677,2716815.958,20962956.82,432996550.7
19496260.79,4342524.795,1017549.216,1903457.695,923666.7722,27683459.27,355246792.1
13365632.39,3989599.963,3626693.284,172415.6113,1683037.575,22837378.83,162752790.5
10209155.59,6756020.711,2486962.8,1258568.778,2928240.569,23638948.44,479225287.3
13707014.01,10856440.34,4752431.535,2959284.876,1430915.746,33706086.51,252868735.2
7087950.52,4044341.051,1137251.078,392011.4432,1428932.771,14090486.86,108412501.4
11660656.24,6133504.316,3392750.259,1328710.141,987575.5795,23503196.53,99400052.78
14393514.82,6472843.976,2218910.205,990734.8556,785807.7853,24861811.64,341383544.3
12333467.48,14670391.41,4805666.018,2724755.558,2350761.977,36885042.44,246969340.9
11026682.01,14365329,1984887.029,2621086.313,2425076.172,32423060.52,92517743.83
19907725.83,12201926.16,4829836.593,789326.4049,2922532.409,40651347.4,383164057.5
18204721.43,4383224.891,4556686.33,335444.5824,2433545.527,29913622.76,409696325.3
14351089.37,1952522.397,1716724.559,1918701.343,1108381.235,21047418.91,376437033.9
13540660.42,5436657.928,4115937.996,1075469.264,600291.4457,24769017.05,141017395
14309907.2,4735123.692,4980218.908,2049044.733,2963593.461,29037887.99,360398955.2
8019681.617,8082961.202,1636983.51,193147.2926,1351126.739,19283900.36,54825261.3
10927066.15,11888190.74,2465497.262,486857.782,1279928.856,27047540.79,187300462.9
5591892.993,13016521.14,2840813.315,2090479.475,2764888.024,26304594.95,229469689.1
12133190.56,12828097.2,1827190.111,715874.9004,1962749.746,29467102.52,425861127
13145368.76,6035457.857,568691.7784,2587004.26,1037177.935,23373700.59,225677467.9
8416246.042,10621280.81,1490581.599,269913.5744,2722740.607,23520762.63,55071250.79
19460432.71,5379678.765,1768715.98,724897.7501,2983402.138,30317127.34,208555885.3
18641819.16,1852677.605,2496198.656,2995824.721,716696.4029,26703216.55,274515844.3
15832148.53,10821913.72,1269961.153,1355920.698,2655629.071,31935573.17,477052154
13000799.43,1137585.736,4429644.605,2138600.424,1476289.244,22182919.44,473465436.7
18049537.39,6728556.224,3672100.097,629722.8417,1810181.116,30890097.67,131393317.2
6959785.157,5611309.77,883402.149,1868619.331,2787039.939,18110156.35,133315943.8
16857646.91,10707285.54,3425416.03,2205707.598,2933447.989,36129504.07,123521655.4
6872312.21,11727436.62,3441454.144,1011982.244,1155409.776,24208594.99,405014869.6
16913159.94,5257324.904,4802995.281,2503801.625,1032126.927,30509408.68,52709918.17
9136513.524,12362778.2,513593.9211,1849910.978,701291.3965,24564088.02,107229739.2
18156358.72,5114834.647,1615696.024,1228456.728,1904494.632,28019840.75,292081834.2
19160631.41,7248569.04,4675061.657,1717162.941,534010.9886,33335436.03,161402930.1
7231939.541,11178259.38,4694602.619,1772606.458,1529745.744,26407153.74,91560406.21
11940134.08,10700883.21,3742638.887,580052.3488,683460.0416,27647168.56,211945105.6
19714810.67,14823158.61,3945934.945,1267923.873,1513064.457,41264892.56,173393422.3
12251111.54,4152254.339,911673.3107,1095948.705,599830.4732,19010818.37,279996937.9
17953212.84,10272450.79,2812441.257,1262617.895,2588043.152,34888765.93,490655117.2
13830972.83,9535546.716,1542123.461,2307220.707,1024347.485,28240211.2,105937086.6
10629948.62,13811378.36,1315481.196,1499361.382,1320771.776,28576941.34,217727017.2
9286753.333,3189069.983,4146364.846,2826916.844,2675119.992,22124225,469393258
8048346.366,11525174.29,1107671.615,951661.5987,2365665.153,23998519.02,444592869.6
16426972.87,8955760.628,2608932.366,1305540.377,1047595.904,30344802.15,227421965.7
10798107.6,4845322.177,4723602.078,2382174.75,679748.5466,23428955.15,364528969
12669131.93,7642088.798,1336244.25,1683471.321,2289184.442,25620120.74,89535656.11
12384882.2,5672872.359,4900970.407,1686381.625,1476756.377,26121862.97,370643475
13659185.44,9110387.639,4974295.936,254686.4727,2415199.998,30413755.48,487785978.3
17983657.18,13446008.55,3000277.196,1255939.022,1613236.931,37299118.88,291869668.8
19711090.15,8970269.782,1265642.331,885127.824,1365006.032,32197136.12,274320602.2
11113763.13,9844113.857,1922471.996,2998071.856,1628013.521,27506434.36,134293378.9
17412783.83,8262469.86,2410217.747,994229.7048,2371397.464,31451098.61,335204689.5
16467916.92,1716317.09,1891959.01,2665039.951,2755550.716,25496783.69,315696776.4
13602934.27,4260019.796,1762860.109,2061077.832,624417.9915,22311310,343369876.8
19340707.15,7888024.212,4875033.691,1088657.587,1810278.853,35002701.5,61737479.01
8007117.733,5343293.972,1190141.723,1676249.697,582088.5727,16798891.7,296925569.8
6638963.155,3544690.369,3799975.589,2537554.052,1671023.863,18192207.03,317720679.6
17809429.5,8057859.787,501846.3025,2661768.064,2713207.073,31744110.73,143388560.9
11587247.25,5519337.108,3182822.012,565142.2375,1403975.666,22258524.27,143749785.9
17704532.81,4613507.004,4621743.518,1084762.11,2831126.053,30855671.5,174298175.8
18396353.08,7495795.844,1795703.423,1072147.223,2076521.179,30836520.75,370274716.3
5936863.904,2865979.613,1334866.889,221929.9086,2835388.359,13195028.67,322819728.6
18251971.44,13988440.26,3432559.077,1834889.504,2392916.564,39900776.85,430593190.8
11724785.83,13147829.37,3706706.333,2578978.154,758587.9166,31916887.6,183046357.3
12656487.34,10906688.2,3596137.335,1206565.725,1077878.419,29443757.01,460430626.9
14398887.67,2486993.586,1936925.96,2246104.24,1485426.136,22554337.59,384667772.9
18895739.1,11862281.56,1634910.81,1920331.199,925267.205,35238529.88,227755251.5
5286741.416,12311402.59,4801634.6,1189381.333,1737279.012,25326438.95,92867929.53
12152652.02,11748704.65,4654847.787,509073.4185,1678420.389,30743698.27,165642648.1
15315830.64,2595522.42,2557924.745,2157039.173,2890647.995,25516964.97,480545697.7
15840604.37,10014711.4,4307872.398,2578238.99,1584319.707,34325746.86,189663519.1
15387986.47,12680547.14,2535455.649,2088978.028,2464067.011,35157034.3,198455432.1
7016526.941,9082947.617,2409750.581,151847.6037,2854776.362,21515849.11,135315019
9490933.826,10049703.25,1205433.264,727075.3937,2692472.077,24165617.81,413082770.5
10380732.88,7417088.712,2418827.254,301491.9562,1021669.061,21539809.86,174039903.6
17066558.12,8401902.478,2918376.224,1754119.689,1740074.736,31881031.24,198616211.8
9181398.086,1481276.017,601269.4734,2293785.269,1369349.456,14927078.3,236456648.8
8160574.458,9945482.308,2498508.523,420679.6425,1499646.738,22524891.67,245177725.9
19361720.29,2140260.98,4016102.983,2531179.68,1402017.066,29451280.99,235103355.7
5132949.277,7090204.321,3560207.254,1710976.037,2565898.025,20060234.91,276684662.9
19967312.84,5097171.367,3358206.45,2100910.135,1630347.638,32153948.43,416530795.8
15152319.48,8635991.303,4592999.428,2917065.361,1809235.831,33107611.41,418678268.3
17427039.49,2867828.697,581144.0442,342674.8659,2956118.393,24174805.49,409240910.2
9419290.945,10683007.63,3006714.138,2713549.667,649948.1805,26472510.56,95506177.6
5214729.165,12130161.52,4043069.818,465697.8184,1719894.099,23573552.42,409855461.5
16068042.78,3286962.296,2936009.222,1239580.539,2435154.267,25965749.1,104113298.1
17512168.96,2460383.223,1957529.987,2569172.219,877904.8955,25377159.28,106125696.5
16107141.98,3037216.759,1113127.543,2728137.287,2028828.987,25014452.55,476538247.2
7142754.31,13279785.87,4494033.823,1568477.853,1098661.949,27583713.8,418729030.1
16301418.83,8394649.665,2618430.766,1822903.451,2668510.283,31805913,298584710.1
16533841.73,7541653.944,4451518.386,2153627.27,1317749.164,31998390.5,443736592
14878107.74,2493965.467,3136334.551,2515000.139,1322657.042,24346064.93,495214089.1
16491738.99,10093784.09,3533864.525,452382.3917,1995484.696,32567254.7,324788930
17688821.6,13151994.29,4119175.195,2449200.994,958907.2703,38368099.34,325804296.6
14204061.71,12594602.17,3466199.951,1495700.836,1212221.597,32972786.27,389492163.1
6329070.71,9764765.926,2291246.783,1406807.933,1541579.625,21333470.98,154462528.6
12314417.15,2053902.033,2811350.228,1329309.281,1384094.658,19893073.34,125206187.7
6164740.02,2573558.38,4113704.861,1576713.597,1812193.045,16240909.9,391811337.5
11113145.47,1690325.82,2181426.334,2840646.605,1999100.36,19824644.58,205207157.7
11106597.34,4604709.031,2246546.555,1689790.941,1916668.634,21564312.5,110781660.3
5990147.662,2899260.54,930605.5223,2864214.861,2135420.78,14819649.37,191694976.7
10232308.01,4640672.564,4615629.958,622841.3788,1269373.792,21380825.7,211386590.5
6664971.482,6390812.78,909663.4173,2199994.339,816065.5679,16981507.59,484352446.8
17123528.15,14201758.98,3416941.299,2455494.662,2402018.854,39599741.94,364081870
19215320.39,9545264.837,2359375.155,2069473.611,2626950.957,35816384.95,288885342.8
6084747.129,12689633,2325287.256,1860074.613,1142515.581,24102257.58,485992912.4
19326728.11,10944921.01,3557983.265,1737957.065,1517729.89,37085319.34,456412883.2
12838648.99,2575043.827,801921.7968,2596698.399,1746423.042,20558736.06,280400385.5
9493485.169,11302885.69,3171676.023,2482775.132,1833317.107,28284139.12,457555835.9
6152931.129,4851384.342,3974143.037,454637.2914,2148725.428,17581821.23,231937096.1
12509364.02,9947509.858,4226957.41,2560904.205,604008.0834,29848743.58,153689299.4
16917733.17,5773467.631,1267386.752,1300798.996,2303692.707,27563079.25,154705179.6
15606297.16,14967411.69,4538385.725,835720.807,654927.5174,36602742.89,348041986
5753390.172,4689720.713,3452657.413,2622328.847,1670721.419,18188818.56,275481644.3
6093527.531,4907826.591,4468346.604,1352871.919,2569177.839,19391750.48,346527881.2
11043099.24,14029411.58,2683763.227,2444257.602,1628038.283,31828569.93,358734183.9
9429357.411,1345021.665,2939150.053,863870.4747,872724.3719,15450123.98,60045292.8
8485764.846,10753645.83,4635672.247,111395.0321,2962584.613,26949062.57,74317816.56
9215067.484,11154569.47,4549592.945,1536831.659,2723213.655,29179275.21,289704977
17052241.15,12709300.08,2516723.93,390661.9443,2428284.083,35097211.19,135965965
18938420.8,14642150.35,1734856.842,2287690.271,1528779.007,39131897.27,334640196
11076540.42,14658426.87,2269266.956,900617.8946,959614.3172,29864466.45,298483582.6
18591665.03,1913874.606,2244939.478,1386572.375,2853527.954,26990579.44,313592161.3
9822435.519,12505750.52,1790900.937,352397.3388,1830877.816,26302362.13,186104920.9
12146554.8,10048339.07,1708608.219,931311.8205,2630888.651,27465702.56,337929577.8
8390434.967,10062789.88,4374783.214,2366321.705,1355237.514,26549567.28,423271686.4
14607140.63,2796898.973,814378.6431,539604.9445,1338220.793,20096243.99,499132064.1
19684716.73,10102620.33,3549250.319,1976762.727,2963851.202,38277201.31,427299973.8
14052396.44,14754756.13,1277690.232,2760534.973,1804582.621,34649960.39,300874441.9
10367211.26,13765459.97,2050276.52,2071526.603,851738.5597,29106212.92,137043316.3
14717261.69,7147829.251,776943.6536,2451962.899,1049186.695,26143184.19,356650644.3
6843810.177,1559271.626,1714881.366,416017.725,1704860.698,12238841.59,471944203.5
18329886.2,6072108.86,3957894.82,827122.2954,606177.2762,29793189.46,145339942.9
12546259.26,12569464.36,4482568.96,2694162.671,1656334.963,33948790.22,165198029.2
11740246.13,10820987.42,1496872.184,2173806.279,1547352.105,27779264.12,117053844.5
13787971.83,7430811.178,2585965.277,1954706.096,2448340.663,28207795.04,381524739.6
14371757.94,1771421.492,2616458.216,2024923.535,1387354.911,22171916.1,232952676.5
6076637.093,6976526.19,4431088.876,1301181.607,2956371.904,21741805.67,78213037.5
15239258.32,7566349.156,3932595.738,229214.2317,951924.7983,27919342.24,443727496.2
8628975.205,13999777.46,2808847.483,2374880.472,1977466.712,29789947.33,300952357.1
15709289.49,9975205.45,3518362.402,2068268.385,724248.2425,31995373.97,198992431.4
17338021.92,5363140.833,4313097.743,1471132.946,2334659.96,30820053.4,204792339.2
17059377.61,8354455.702,542925.2931,2709302.885,2986884.22,31652945.71,180613049.1
13287514.51,1924774.31,2313005.14,1074863.028,2547846.594,21148003.58,254966077.6
12802548.38,14615955.3,4582594.253,953533.0583,1889258.852,34843889.85,201668759.8
7143139.42,6040838.627,3831408.639,2631109.343,1711853.393,21358349.42,296575836.8
16630192.26,7690142.969,2942786.185,2411264.199,2587574.903,32261960.51,398082763.5
9071140.707,5973975.639,2883400.372,1593441.451,2839935.212,22361893.38,353507577.5
12450431.34,10555164.22,2064965.439,479130.7444,2973016.314,28522708.06,182505601.7
9264111.394,10271250.22,2842342.401,723707.2672,1491348.069,24592759.35,287933455.2
7007425.445,11014512.35,3449224.398,2003061.172,2977293.687,26451517.05,428056772
14443365.45,4754005.215,2382633.673,1216619.59,889815.6304,23686439.56,80692805.63
5814980.522,5419358.736,3713689.159,2525772.256,1133874.44,18607675.11,85233770.14
16229678.51,2753517.235,4375545.023,2854869.527,722540.3118,26936150.61,300276530.6
9763801.929,10177139.61,1196081.817,2436347.083,1179346.291,24752716.73,337601807.8
5002020.395,1557159.783,2531961.603,1194881.727,2419843.879,12705867.39,145135857.1
12666937.09,9367552.697,2336090.411,2387190.645,2632310.895,29390081.74,385349057
5702778.628,13175742.39,3593591.618,1119180.853,2447231.613,26038525.1,340818519.7
9142543.367,13471650.08,1624403.594,584590.2545,2077664.445,26900851.74,465480170.7
15604647.31,7286528.645,3381129.117,196840.2941,1784916.281,28254061.65,126029390.8
5940344.324,7430251.635,4448701.588,1218578.467,2271760.723,21309636.74,388118419.4
17590077.39,2077568.562,2381592.199,2720321.981,1477083.873,26246644,87639390.76
5057298.84,10390710.36,4599570.65,793061.1045,2603270.879,23443911.83,304381584.3
8702358.038,12497631.89,4969236.825,698888.1783,2192975.235,29061090.16,298352812.8
16113560.84,4425170.764,977414.2248,2912480.277,2244511.746,26673137.85,224773270.1
9744052.246,6898212.343,1548739.346,172511.9273,1839839.983,20203355.84,430057016.5
6528385.821,12743750.71,4776708.882,2378768.236,2713072.461,29140686.11,51966790.15
10403508.78,13279686.55,4812474.589,1031972.872,1130036.834,30657679.62,284080730.9
9055899.296,4404519.724,939682.7392,208715.0749,1452869.133,16061685.97,147719097.4
17640678.53,8707988.884,567493.2517,2761627.367,2444106.424,32121894.46,384574378.6
9700218.764,3694904.109,1224950.105,504962.7576,1731872.24,16856907.98,69380341.84
16833987.08,2426302.698,4982057.525,1700159.923,2723035.034,28665542.26,424199609.7
18378082.17,13755687.02,1309998.275,894757.2015,1365998.299,35704522.97,427141502
11507261.29,12487105.06,2761464.23,289059.1263,1423325.422,28468215.13,424789705.6
18649147.16,11640488.63,4317879.769,244775.2084,2721839.473,37574130.23,118655837
10659770.81,1682728.463,591807.2481,435114.4266,1660925.8,15030346.75,333682933.4
19461176.25,12812203.1,3220200.42,306964.3403,1790311.461,37590855.57,56465311.63
6339342.868,7132617.063,1746614.52,2305618.535,1331909.288,18856102.27,431583166.1
15305289,5793531.726,4380507.124,1508141.987,1191674.855,28179144.69,375338837.1
12407210.61,8650669.054,1775575.172,1094387.065,2139871.777,26067713.67,289019178.9
10814732.08,2278945.398,3590400.741,1313269.839,799601.6539,18796949.71,378766144.9
14490678.18,11593051.69,3533988.346,2793945.533,2698181.603,35109845.35,92445843.49
15557856.37,9154091.076,1496720.97,2741180.257,2448007.842,31397856.52,287895124.5
5065449.045,3612261.356,656596.3994,2175461.792,976870.6593,12486639.25,181074421.3
7504296.331,3635250.797,2341623.082,2665578.895,2235049.865,18381798.97,487678758.5
15695690.76,3579481.122,1801369.184,1026979.28,2006582.303,24110102.65,435703077.8
14995781.2,1798033.426,4140399.873,1205217.045,961337.6268,23100769.17,379974063.1
19490712.58,9229178.291,4101638.848,1879765.327,1183008.765,35884303.81,470186435.9
16415566.85,12764874.49,2556607.785,1908515.247,1522466.259,35168030.63,206079487.1
19261590.62,1244974.996,3229305.014,1496929.53,2248106.838,27480906.99,455395954.5
15538107.52,1686065.03,3219167.822,1261907.76,2096808.522,23802056.66,196357204.4
9470783.13,9018783.874,4222211.668,2959922.904,1830587.119,27502288.69,379758523.9
6580473.834,12472939.6,2412510.864,2481258.516,2421026.358,26368209.17,381387610.3
16727357.95,5574344.468,1739510.059,1361442.574,2394844.349,27797499.4,58257444.4
14662238.32,5894601.583,1692657.132,2209148.184,2044647.885,26503293.11,212476864.2
5722790.186,9348850.965,2912865.257,881728.9104,2467475.208,21333710.53,58744702.58
10400756.99,4838980.448,2521166.912,390491.0461,1335658.437,19487053.83,498691407.9
19351997.23,1372517.125,2480543.469,1122049.974,2703123.821,27030231.62,104988542.8
12506017.19,11293199.25,910118.0259,1268621.12,2037275.215,28015230.8,294264903
11490937.04,9759098.781,3733716.833,147957.6612,2555908.785,27687619.1,405750307.4
11865494.08,9130583.987,1461815.096,2462896.805,1865697.762,26786487.73,140568621
8133240.86,11383577.81,1386291.336,1141660.867,1046095.612,23090866.48,268273700.6
10530607.56,10453231.73,2357412.441,1783212.681,1856025.322,26980489.73,323342942.4
10547198.84,3882347.834,1525002.537,314493.2431,1427779.159,17696821.61,122092139.5
5785325.303,5934734.657,3127362.203,607490.8034,2243747.59,17698660.56,400349957
16513514.43,2765541.984,2171585.027,2680111.803,1689484.479,25820237.72,184701405.7
11247566.48,2817998.188,2520102.752,1865193.831,2590282.012,21041143.26,144960384.4
17332698.3,10466740.45,2917261.947,2855823.745,2195181.281,35767705.72,301229935.9
17755220.02,13020401.5,1415909.851,2996375.1,2211361.083,37399267.55,234641132.4
